Country,Year,Age,Both Sexes Population,Male Population,Female Population,Percent Both Sexes,Percent Male,Percent Female,Sex Ratio
UnitedStates,2009,18,4534634,2326121,2208513,1.5,1.5,1.4,105.3
UnitedStates,2009,19,4611590,2359536,2252054,1.5,1.6,1.4,104.8
UnitedStates,2009,20,4383628,2242042,2141586,1.4,1.5,1.4,104.7
UnitedStates,2009,21,4307414,2201022,2106392,1.4,1.5,1.4,104.5
UnitedStates,2009,22,4217667,2156791,2060876,1.4,1.4,1.3,104.7
UnitedStates,2009,23,4230115,2161622,2068493,1.4,1.4,1.3,104.5
UnitedStates,2009,24,4245298,2163232,2082066,1.4,1.4,1.3,103.9
UnitedStates,2009,25,4204602,2136055,2068547,1.4,1.4,1.3,103.3
UnitedStates,2009,26,4197922,2123441,2074481,1.4,1.4,1.3,102.4
UnitedStates,2009,27,4250014,2131764,2118250,1.4,1.4,1.4,100.6
UnitedStates,2009,28,4250613,2126324,2124289,1.4,1.4,1.4,100.1
UnitedStates,2009,29,4175077,2093773,2081304,1.4,1.4,1.3,100.6
UnitedStates,2009,30,4104133,2071064,2033069,1.3,1.4,1.3,101.9
UnitedStates,2009,31,3890200,1950109,1940091,1.3,1.3,1.2,100.5
UnitedStates,2009,32,3921281,1961054,1960227,1.3,1.3,1.3,100
UnitedStates,2009,33,3813001,1905203,1907798,1.2,1.3,1.2,99.9
UnitedStates,2009,34,3916499,1957125,1959374,1.3,1.3,1.3,99.9
UnitedStates,2009,35,3829432,1913685,1915747,1.2,1.3,1.2,99.9
UnitedStates,2009,36,3905615,1943059,1962556,1.3,1.3,1.3,99
UnitedStates,2009,37,4071181,2024753,2046428,1.3,1.3,1.3,98.9
UnitedStates,2009,38,4304006,2136185,2167821,1.4,1.4,1.4,98.5
UnitedStates,2009,39,4397562,2197945,2199617,1.4,1.5,1.4,99.9
UnitedStates,2009,40,4145183,2063870,2081313,1.4,1.4,1.3,99.2
UnitedStates,2009,41,4085265,2032646,2052619,1.3,1.3,1.3,99
UnitedStates,2009,42,4085849,2029246,2056603,1.3,1.3,1.3,98.7
UnitedStates,2009,43,4209233,2091675,2117558,1.4,1.4,1.4,98.8
UnitedStates,2009,44,4454485,2213137,2241348,1.5,1.5,1.4,98.7
UnitedStates,2009,45,4509265,2227071,2282194,1.5,1.5,1.5,97.6
UnitedStates,2009,46,4523596,2232877,2290719,1.5,1.5,1.5,97.5
UnitedStates,2009,47,4557336,2251625,2305711,1.5,1.5,1.5,97.7
UnitedStates,2009,48,4582655,2254796,2327859,1.5,1.5,1.5,96.9
UnitedStates,2009,49,4689393,2319302,2370091,1.5,1.5,1.5,97.9
UnitedStates,2009,50,4462192,2190333,2271859,1.5,1.5,1.5,96.4
UnitedStates,2009,51,4514833,2220328,2294505,1.5,1.5,1.5,96.8
UnitedStates,2009,52,4429228,2166314,2262914,1.4,1.4,1.5,95.7
UnitedStates,2009,53,4281465,2092799,2188666,1.4,1.4,1.4,95.6
UnitedStates,2009,54,4317125,2113789,2203336,1.4,1.4,1.4,95.9
UnitedStates,2009,55,4074019,1974783,2099236,1.3,1.3,1.3,94.1
UnitedStates,2009,56,3975863,1927719,2048144,1.3,1.3,1.3,94.1
UnitedStates,2009,57,3819855,1851260,1968595,1.2,1.2,1.3,94
UnitedStates,2009,58,3721219,1797118,1924101,1.2,1.2,1.2,93.4
UnitedStates,2009,59,3689647,1783506,1906141,1.2,1.2,1.2,93.6
UnitedStates,2009,60,3489302,1677738,1811564,1.1,1.1,1.2,92.6
UnitedStates,2009,61,3517588,1694484,1823104,1.1,1.1,1.2,92.9
UnitedStates,2009,62,3673134,1767422,1905712,1.2,1.2,1.2,92.7
UnitedStates,2009,63,2745716,1313400,1432316,0.9,0.9,0.9,91.7
UnitedStates,2009,64,2699257,1288629,1410628,0.9,0.9,0.9,91.4
UnitedStates,2009,65,2653345,1257340,1396005,0.9,0.8,0.9,90.1
UnitedStates,2009,66,2719454,1285834,1433620,0.9,0.9,0.9,89.7
UnitedStates,2009,67,2394376,1125678,1268698,0.8,0.7,0.8,88.7
UnitedStates,2009,68,2204229,1029534,1174695,0.7,0.7,0.8,87.6
UnitedStates,2009,69,2120973,986113,1134860,0.7,0.7,0.7,86.9
UnitedStates,2009,70,1974076,914700,1059376,0.6,0.6,0.7,86.3
UnitedStates,2009,71,1936308,892048,1044260,0.6,0.6,0.7,85.4
UnitedStates,2009,72,1790136,816692,973444,0.6,0.5,0.6,83.9
UnitedStates,2009,73,1737897,786497,951400,0.6,0.5,0.6,82.7
UnitedStates,2009,74,1702305,763506,938799,0.6,0.5,0.6,81.3
UnitedStates,2009,75,1513301,670445,842856,0.5,0.4,0.5,79.5
UnitedStates,2009,76,1510000,662929,847071,0.5,0.4,0.5,78.3
UnitedStates,2009,77,1455744,631391,824353,0.5,0.4,0.5,76.6
UnitedStates,2009,78,1417539,606615,810924,0.5,0.4,0.5,74.8
UnitedStates,2009,79,1398480,587904,810576,0.5,0.4,0.5,72.5
UnitedStates,2009,80,1270444,526176,744268,0.4,0.3,0.5,70.7
UnitedStates,2009,81,1236769,501564,735205,0.4,0.3,0.5,68.2
UnitedStates,2009,82,1152248,456484,695764,0.4,0.3,0.4,65.6
UnitedStates,2009,83,1067638,412912,654726,0.3,0.3,0.4,63.1
UnitedStates,2009,84,1000612,375715,624897,0.3,0.2,0.4,60.1
UnitedStates,2009,85-89,3561170,1244381,2316789,1.2,0.8,1.5,53.7
UnitedStates,2009,90-94,1397519,404624,992895,0.5,0.3,0.6,40.8
UnitedStates,2009,95-99,357910,78004,279906,0.1,0.1,0.2,27.9
UnitedStates,2009,100+,50702,8338,42364,0,0,0,19.7
UnitedStates,2010,0,3951330,2018420,1932910,1.3,1.3,1.2,104.4
UnitedStates,2010,1,3957888,2020332,1937556,1.3,1.3,1.2,104.3
UnitedStates,2010,2,4090862,2088685,2002177,1.3,1.4,1.3,104.3
UnitedStates,2010,3,4111920,2101272,2010648,1.3,1.4,1.3,104.5
UnitedStates,2010,4,4077551,2084312,1993239,1.3,1.4,1.3,104.6
UnitedStates,2010,5,4064653,2076573,1988080,1.3,1.4,1.3,104.5
UnitedStates,2010,6,4073013,2079410,1993603,1.3,1.4,1.3,104.3
UnitedStates,2010,7,4043046,2063139,1979907,1.3,1.4,1.3,104.2
UnitedStates,2010,8,4025604,2054462,1971142,1.3,1.4,1.3,104.2
UnitedStates,2010,9,4125415,2107037,2018378,1.3,1.4,1.3,104.4
UnitedStates,2010,10,4187062,2142167,2044895,1.4,1.4,1.3,104.8
UnitedStates,2010,11,4115511,2104797,2010714,1.3,1.4,1.3,104.7
UnitedStates,2010,12,4113279,2103649,2009630,1.3,1.4,1.3,104.7
UnitedStates,2010,13,4119666,2104949,2014717,1.3,1.4,1.3,104.5
UnitedStates,2010,14,4145614,2122913,2022701,1.3,1.4,1.3,105
UnitedStates,2010,15,4231002,2170442,2060560,1.4,1.4,1.3,105.3
UnitedStates,2010,16,4313252,2215032,2098220,1.4,1.5,1.3,105.6
UnitedStates,2010,17,4376367,2252838,2123529,1.4,1.5,1.4,106.1
UnitedStates,2010,18,4491005,2305733,2185272,1.5,1.5,1.4,105.5
UnitedStates,2010,19,4571411,2334906,2236505,1.5,1.5,1.4,104.4
UnitedStates,2010,20,4568517,2331845,2236672,1.5,1.5,1.4,104.3
UnitedStates,2010,21,4387956,2241083,2146873,1.4,1.5,1.4,104.4
UnitedStates,2010,22,4287005,2188199,2098806,1.4,1.4,1.3,104.3
UnitedStates,2010,23,4217228,2151068,2066160,1.4,1.4,1.3,104.1
UnitedStates,2010,24,4243602,2161347,2082255,1.4,1.4,1.3,103.8
UnitedStates,2010,25,4289428,2177131,2112297,1.4,1.4,1.3,103.1
UnitedStates,2010,26,4160806,2102331,2058475,1.3,1.4,1.3,102.1
UnitedStates,2010,27,4237026,2135178,2101848,1.4,1.4,1.3,101.6
UnitedStates,2010,28,4247541,2134981,2112560,1.4,1.4,1.3,101.1
UnitedStates,2010,29,4210286,2112313,2097973,1.4,1.4,1.3,100.7
UnitedStates,2010,30,4304239,2167495,2136744,1.4,1.4,1.4,101.4
UnitedStates,2010,31,4042516,2026439,2016077,1.3,1.3,1.3,100.5
UnitedStates,2010,32,3967602,1986147,1981455,1.3,1.3,1.3,100.2
UnitedStates,2010,33,3933581,1963645,1969936,1.3,1.3,1.3,99.7
UnitedStates,2010,34,3822189,1908731,1913458,1.2,1.3,1.2,99.8
UnitedStates,2010,35,3948335,1974636,1973699,1.3,1.3,1.3,100
UnitedStates,2010,36,3830199,1907408,1922791,1.2,1.3,1.2,99.2
UnitedStates,2010,37,3896766,1934537,1962229,1.3,1.3,1.2,98.6
UnitedStates,2010,38,4080228,2028052,2052176,1.3,1.3,1.3,98.8
UnitedStates,2010,39,4324463,2148718,2175745,1.4,1.4,1.4,98.8
UnitedStates,2010,40,4387480,2189516,2197964,1.4,1.4,1.4,99.6
UnitedStates,2010,41,4163478,2073902,2089576,1.3,1.4,1.3,99.2
UnitedStates,2010,42,4082712,2031782,2050930,1.3,1.3,1.3,99.1
UnitedStates,2010,43,4093844,2030982,2062862,1.3,1.3,1.3,98.5
UnitedStates,2010,44,4178508,2074572,2103936,1.4,1.4,1.3,98.6
UnitedStates,2010,45,4438559,2201905,2236654,1.4,1.4,1.4,98.4
UnitedStates,2010,46,4529716,2238774,2290942,1.5,1.5,1.5,97.7
UnitedStates,2010,47,4535473,2237940,2297533,1.5,1.5,1.5,97.4
UnitedStates,2010,48,4534663,2235296,2299367,1.5,1.5,1.5,97.2
UnitedStates,2010,49,4599098,2262458,2336640,1.5,1.5,1.5,96.8
UnitedStates,2010,50,4646231,2290862,2355369,1.5,1.5,1.5,97.3
UnitedStates,2010,51,4498974,2209780,2289194,1.5,1.5,1.5,96.5
UnitedStates,2010,52,4480584,2197161,2283423,1.4,1.4,1.5,96.2
UnitedStates,2010,53,4439403,2170923,2268480,1.4,1.4,1.4,95.7
UnitedStates,2010,54,4288447,2091640,2196807,1.4,1.4,1.4,95.2
UnitedStates,2010,55,4258970,2075199,2183771,1.4,1.4,1.4,95
UnitedStates,2010,56,4093136,1984452,2108684,1.3,1.3,1.3,94.1
UnitedStates,2010,57,3946518,1909997,2036521,1.3,1.3,1.3,93.8
UnitedStates,2010,58,3802447,1838680,1963767,1.2,1.2,1.2,93.6
UnitedStates,2010,59,3694254,1779480,1914774,1.2,1.2,1.2,92.9
UnitedStates,2010,60,3616721,1742220,1874501,1.2,1.1,1.2,92.9
UnitedStates,2010,61,3520109,1691401,1828708,1.1,1.1,1.2,92.5
UnitedStates,2010,62,3495059,1679060,1815999,1.1,1.1,1.2,92.5
UnitedStates,2010,63,3652167,1753903,1898264,1.2,1.2,1.2,92.4
UnitedStates,2010,64,2706055,1291833,1414222,0.9,0.8,0.9,91.3
UnitedStates,2010,65,2678525,1272686,1405839,0.9,0.8,0.9,90.5
UnitedStates,2010,66,2621335,1239794,1381541,0.8,0.8,0.9,89.7
UnitedStates,2010,67,2693707,1270145,1423562,0.9,0.8,0.9,89.2
UnitedStates,2010,68,2359816,1105699,1254117,0.8,0.7,0.8,88.2
UnitedStates,2010,69,2167830,1006782,1161048,0.7,0.7,0.7,86.7
UnitedStates,2010,70,2062577,954073,1108504,0.7,0.6,0.7,86.1
UnitedStates,2010,71,1953607,903258,1050349,0.6,0.6,0.7,86
UnitedStates,2010,72,1883820,862529,1021291,0.6,0.6,0.6,84.5
UnitedStates,2010,73,1750304,794646,955658,0.6,0.5,0.6,83.2
UnitedStates,2010,74,1685995,758830,927165,0.5,0.5,0.6,81.8
UnitedStates,2010,75,1631878,725663,906215,0.5,0.5,0.6,80.1
UnitedStates,2010,76,1481680,653551,828129,0.5,0.4,0.5,78.9
UnitedStates,2010,77,1449173,630867,818306,0.5,0.4,0.5,77.1
UnitedStates,2010,78,1402182,602774,799408,0.5,0.4,0.5,75.4
UnitedStates,2010,79,1354912,573885,781027,0.4,0.4,0.5,73.5
UnitedStates,2010,80,1319725,549216,770509,0.4,0.4,0.5,71.3
UnitedStates,2010,81,1212603,496070,716533,0.4,0.3,0.5,69.2
UnitedStates,2010,82,1158351,462807,695544,0.4,0.3,0.4,66.5
UnitedStates,2010,83,1081440,422999,658441,0.3,0.3,0.4,64.2
UnitedStates,2010,84,987023,375685,611338,0.3,0.2,0.4,61.5
UnitedStates,2010,85-89,3640608,1283359,2357249,1.2,0.8,1.5,54.4
UnitedStates,2010,90-94,1471446,433161,1038285,0.5,0.3,0.7,41.7
UnitedStates,2010,95-99,376346,84142,292204,0.1,0.1,0.2,28.8
UnitedStates,2010,100+,54410,9352,45058,0,0,0,20.8
UnitedStates,2011,0,3963087,2028427,1934660,1.3,1.3,1.2,104.8
UnitedStates,2011,1,3966551,2025522,1941029,1.3,1.3,1.2,104.4
UnitedStates,2011,2,3971565,2026973,1944592,1.3,1.3,1.2,104.2
UnitedStates,2011,3,4102470,2094296,2008174,1.3,1.4,1.3,104.3
UnitedStates,2011,4,4122294,2106323,2015971,1.3,1.4,1.3,104.5
UnitedStates,2011,5,4087709,2089449,1998260,1.3,1.4,1.3,104.6
UnitedStates,2011,6,4074993,2081827,1993166,1.3,1.4,1.3,104.4
UnitedStates,2011,7,4083225,2084352,1998873,1.3,1.4,1.3,104.3
UnitedStates,2011,8,4053203,2067969,1985234,1.3,1.3,1.3,104.2
UnitedStates,2011,9,4035710,2059258,1976452,1.3,1.3,1.2,104.2
UnitedStates,2011,10,4135613,2111883,2023730,1.3,1.4,1.3,104.4
UnitedStates,2011,11,4197472,2147107,2050365,1.3,1.4,1.3,104.7
UnitedStates,2011,12,4126117,2109791,2016326,1.3,1.4,1.3,104.6
UnitedStates,2011,13,4124219,2108950,2015269,1.3,1.4,1.3,104.6
UnitedStates,2011,14,4131501,2110812,2020689,1.3,1.4,1.3,104.5
UnitedStates,2011,15,4158941,2129552,2029389,1.3,1.4,1.3,104.9
UnitedStates,2011,16,4247444,2179110,2068334,1.4,1.4,1.3,105.4
UnitedStates,2011,17,4334976,2226787,2108189,1.4,1.5,1.3,105.6
UnitedStates,2011,18,4402578,2266685,2135893,1.4,1.5,1.3,106.1
UnitedStates,2011,19,4520659,2321540,2199119,1.5,1.5,1.4,105.6
UnitedStates,2011,20,4600425,2349998,2250427,1.5,1.5,1.4,104.4
UnitedStates,2011,21,4596166,2345463,2250703,1.5,1.5,1.4,104.2
UnitedStates,2011,22,4415300,2253377,2161923,1.4,1.5,1.4,104.2
UnitedStates,2011,23,4314771,2199846,2114925,1.4,1.4,1.3,104
UnitedStates,2011,24,4244555,2161963,2082592,1.4,1.4,1.3,103.8
UnitedStates,2011,25,4269914,2171010,2098904,1.4,1.4,1.3,103.4
UnitedStates,2011,26,4313743,2185818,2127925,1.4,1.4,1.3,102.7
UnitedStates,2011,27,4183423,2110571,2072852,1.3,1.4,1.3,101.8
UnitedStates,2011,28,4258087,2142891,2115196,1.4,1.4,1.3,101.3
UnitedStates,2011,29,4266544,2142082,2124462,1.4,1.4,1.3,100.8
UnitedStates,2011,30,4227388,2118826,2108562,1.4,1.4,1.3,100.5
UnitedStates,2011,31,4319518,2173341,2146177,1.4,1.4,1.4,101.3
UnitedStates,2011,32,4055945,2031378,2024567,1.3,1.3,1.3,100.3
UnitedStates,2011,33,3979999,1990848,1989151,1.3,1.3,1.3,100.1
UnitedStates,2011,34,3944594,1967550,1977044,1.3,1.3,1.2,99.5
UnitedStates,2011,35,3832507,1912372,1920135,1.2,1.2,1.2,99.6
UnitedStates,2011,36,3957062,1977550,1979512,1.3,1.3,1.2,99.9
UnitedStates,2011,37,3837775,1909806,1927969,1.2,1.2,1.2,99.1
UnitedStates,2011,38,3903219,1936364,1966855,1.3,1.3,1.2,98.4
UnitedStates,2011,39,4085665,2029529,2056136,1.3,1.3,1.3,98.7
UnitedStates,2011,40,4327667,2148743,2178924,1.4,1.4,1.4,98.6
UnitedStates,2011,41,4388870,2188371,2200499,1.4,1.4,1.4,99.4
UnitedStates,2011,42,4163973,2072600,2091373,1.3,1.4,1.3,99.1
UnitedStates,2011,43,4082407,2030203,2052204,1.3,1.3,1.3,98.9
UnitedStates,2011,44,4092574,2028857,2063717,1.3,1.3,1.3,98.3
UnitedStates,2011,45,4175437,2071297,2104140,1.3,1.4,1.3,98.4
UnitedStates,2011,46,4433561,2197620,2235941,1.4,1.4,1.4,98.3
UnitedStates,2011,47,4522447,2233211,2289236,1.5,1.5,1.4,97.6
UnitedStates,2011,48,4525970,2230985,2294985,1.5,1.5,1.4,97.2
UnitedStates,2011,49,4523285,2227268,2296017,1.5,1.5,1.4,97
UnitedStates,2011,50,4585687,2253279,2332408,1.5,1.5,1.5,96.6
UnitedStates,2011,51,4631123,2280536,2350587,1.5,1.5,1.5,97
UnitedStates,2011,52,4482225,2198502,2283723,1.4,1.4,1.4,96.3
UnitedStates,2011,53,4461939,2184536,2277403,1.4,1.4,1.4,95.9
UnitedStates,2011,54,4418949,2157204,2261745,1.4,1.4,1.4,95.4
UnitedStates,2011,55,4266666,2077157,2189509,1.4,1.4,1.4,94.9
UnitedStates,2011,56,4236030,2059901,2176129,1.4,1.3,1.4,94.7
UnitedStates,2011,57,4069019,1968553,2100466,1.3,1.3,1.3,93.7
UnitedStates,2011,58,3921219,1893257,2027962,1.3,1.2,1.3,93.4
UnitedStates,2011,59,3776077,1821347,1954730,1.2,1.2,1.2,93.2
UnitedStates,2011,60,3667096,1761658,1905438,1.2,1.1,1.2,92.5
UnitedStates,2011,61,3588440,1724022,1864418,1.2,1.1,1.2,92.5
UnitedStates,2011,62,3489560,1672334,1817226,1.1,1.1,1.1,92
UnitedStates,2011,63,3461369,1658224,1803145,1.1,1.1,1.1,92
UnitedStates,2011,64,3614375,1730925,1883450,1.2,1.1,1.2,91.9
UnitedStates,2011,65,2675911,1273406,1402505,0.9,0.8,0.9,90.8
UnitedStates,2011,66,2646364,1253322,1393042,0.8,0.8,0.9,90
UnitedStates,2011,67,2586302,1218999,1367303,0.8,0.8,0.9,89.2
UnitedStates,2011,68,2654106,1246765,1407341,0.9,0.8,0.9,88.6
UnitedStates,2011,69,2321925,1083646,1238279,0.7,0.7,0.8,87.5
UnitedStates,2011,70,2129707,984933,1144774,0.7,0.6,0.7,86
UnitedStates,2011,71,2022972,931570,1091402,0.6,0.6,0.7,85.4
UnitedStates,2011,72,1912417,879973,1032444,0.6,0.6,0.7,85.2
UnitedStates,2011,73,1840167,838124,1002043,0.6,0.5,0.6,83.6
UnitedStates,2011,74,1705634,770000,935634,0.5,0.5,0.6,82.3
UnitedStates,2011,75,1638711,733013,905698,0.5,0.5,0.6,80.9
UnitedStates,2011,76,1581369,698486,882883,0.5,0.5,0.6,79.1
UnitedStates,2011,77,1430861,626566,804295,0.5,0.4,0.5,77.9
UnitedStates,2011,78,1394591,602303,792288,0.4,0.4,0.5,76
UnitedStates,2011,79,1343720,572606,771114,0.4,0.4,0.5,74.3
UnitedStates,2011,80,1292451,542181,750270,0.4,0.4,0.5,72.3
UnitedStates,2011,81,1252491,515668,736823,0.4,0.3,0.5,70
UnitedStates,2011,82,1143940,462441,681499,0.4,0.3,0.4,67.9
UnitedStates,2011,83,1085378,427992,657386,0.3,0.3,0.4,65.1
UnitedStates,2011,84,1005421,387649,617772,0.3,0.3,0.4,62.7
UnitedStates,2011,85-89,3689327,1313320,2376007,1.2,0.9,1.5,55.3
UnitedStates,2011,90-94,1560592,470188,1090404,0.5,0.3,0.7,43.1
UnitedStates,2011,95-99,393906,90689,303217,0.1,0.1,0.2,29.9
UnitedStates,2011,100+,57702,10146,47556,0,0,0,21.3
UnitedStates,2012,0,3926540,2007717,1918823,1.3,1.3,1.2,104.6
UnitedStates,2012,1,3977939,2035460,1942479,1.3,1.3,1.2,104.8
UnitedStates,2012,2,3980095,2032095,1948000,1.3,1.3,1.2,104.3
UnitedStates,2012,3,3983157,2032529,1950628,1.3,1.3,1.2,104.2
UnitedStates,2012,4,4112849,2099309,2013540,1.3,1.4,1.3,104.3
UnitedStates,2012,5,4132242,2111335,2020907,1.3,1.4,1.3,104.5
UnitedStates,2012,6,4097605,2094468,2003137,1.3,1.4,1.3,104.6
UnitedStates,2012,7,4084913,2086570,1998343,1.3,1.4,1.3,104.4
UnitedStates,2012,8,4093177,2088958,2004219,1.3,1.4,1.3,104.2
UnitedStates,2012,9,4063152,2072582,1990570,1.3,1.3,1.2,104.1
UnitedStates,2012,10,4045779,2063922,1981857,1.3,1.3,1.2,104.1
UnitedStates,2012,11,4146000,2116688,2029312,1.3,1.4,1.3,104.3
UnitedStates,2012,12,4208009,2151995,2056014,1.3,1.4,1.3,104.7
UnitedStates,2012,13,4136683,2114928,2021755,1.3,1.4,1.3,104.6
UnitedStates,2012,14,4135460,2114448,2021012,1.3,1.4,1.3,104.6
UnitedStates,2012,15,4144019,2116957,2027062,1.3,1.4,1.3,104.4
UnitedStates,2012,16,4174379,2137477,2036902,1.3,1.4,1.3,104.9
UnitedStates,2012,17,4268074,2189985,2078089,1.4,1.4,1.3,105.4
UnitedStates,2012,18,4359870,2239662,2120208,1.4,1.4,1.3,105.6
UnitedStates,2012,19,4430212,2281219,2148993,1.4,1.5,1.3,106.2
UnitedStates,2012,20,4549989,2337580,2212409,1.4,1.5,1.4,105.7
UnitedStates,2012,21,4632892,2368304,2264588,1.5,1.5,1.4,104.6
UnitedStates,2012,22,4628459,2362632,2265827,1.5,1.5,1.4,104.3
UnitedStates,2012,23,4446836,2269156,2177680,1.4,1.5,1.4,104.2
UnitedStates,2012,24,4345405,2214223,2131182,1.4,1.4,1.3,103.9
UnitedStates,2012,25,4274505,2175689,2098816,1.4,1.4,1.3,103.7
UnitedStates,2012,26,4298276,2183943,2114333,1.4,1.4,1.3,103.3
UnitedStates,2012,27,4340058,2197478,2142580,1.4,1.4,1.3,102.6
UnitedStates,2012,28,4207400,2121209,2086191,1.3,1.4,1.3,101.7
UnitedStates,2012,29,4280262,2153021,2127241,1.4,1.4,1.3,101.2
UnitedStates,2012,30,4286351,2151124,2135227,1.4,1.4,1.3,100.7
UnitedStates,2012,31,4244957,2126794,2118163,1.4,1.4,1.3,100.4
UnitedStates,2012,32,4335012,2180342,2154670,1.4,1.4,1.4,101.2
UnitedStates,2012,33,4069367,2037176,2032191,1.3,1.3,1.3,100.2
UnitedStates,2012,34,3992461,1996280,1996181,1.3,1.3,1.3,100
UnitedStates,2012,35,3955953,1972471,1983482,1.3,1.3,1.2,99.4
UnitedStates,2012,36,3842465,1916369,1926096,1.2,1.2,1.2,99.5
UnitedStates,2012,37,3965930,1981055,1984875,1.3,1.3,1.2,99.8
UnitedStates,2012,38,3845592,1912807,1932785,1.2,1.2,1.2,99
UnitedStates,2012,39,3909562,1938525,1971037,1.2,1.3,1.2,98.4
UnitedStates,2012,40,4090348,2030826,2059522,1.3,1.3,1.3,98.6
UnitedStates,2012,41,4330376,2149052,2181324,1.4,1.4,1.4,98.5
UnitedStates,2012,42,4390089,2187792,2202297,1.4,1.4,1.4,99.3
UnitedStates,2012,43,4164092,2071301,2092791,1.3,1.3,1.3,99
UnitedStates,2012,44,4081644,2028440,2053204,1.3,1.3,1.3,98.8
UnitedStates,2012,45,4090390,2026504,2063886,1.3,1.3,1.3,98.2
UnitedStates,2012,46,4171181,2067845,2103336,1.3,1.3,1.3,98.3
UnitedStates,2012,47,4427056,2192756,2234300,1.4,1.4,1.4,98.1
UnitedStates,2012,48,4513628,2226817,2286811,1.4,1.4,1.4,97.4
UnitedStates,2012,49,4515219,2223527,2291692,1.4,1.4,1.4,97
UnitedStates,2012,50,4510749,2218725,2292024,1.4,1.4,1.4,96.8
UnitedStates,2012,51,4570562,2242961,2327601,1.5,1.5,1.5,96.4
UnitedStates,2012,52,4613728,2268944,2344784,1.5,1.5,1.5,96.8
UnitedStates,2012,53,4463445,2186037,2277408,1.4,1.4,1.4,96
UnitedStates,2012,54,4441616,2171162,2270454,1.4,1.4,1.4,95.6
UnitedStates,2012,55,4396744,2142563,2254181,1.4,1.4,1.4,95
UnitedStates,2012,56,4243306,2061721,2181585,1.4,1.3,1.4,94.5
UnitedStates,2012,57,4211105,2043396,2167709,1.3,1.3,1.4,94.3
UnitedStates,2012,58,4043361,1951727,2091634,1.3,1.3,1.3,93.3
UnitedStates,2012,59,3894584,1875751,2018833,1.2,1.2,1.3,92.9
UnitedStates,2012,60,3748195,1803236,1944959,1.2,1.2,1.2,92.7
UnitedStates,2012,61,3637901,1742878,1895023,1.2,1.1,1.2,92
UnitedStates,2012,62,3557636,1704510,1853126,1.1,1.1,1.2,92
UnitedStates,2012,63,3456712,1652084,1804628,1.1,1.1,1.1,91.5
UnitedStates,2012,64,3425798,1636557,1789241,1.1,1.1,1.1,91.5
UnitedStates,2012,65,3574749,1706907,1867842,1.1,1.1,1.2,91.4
UnitedStates,2012,66,2644042,1254202,1389840,0.8,0.8,0.9,90.2
UnitedStates,2012,67,2612002,1232697,1379305,0.8,0.8,0.9,89.4
UnitedStates,2012,68,2548669,1196783,1351886,0.8,0.8,0.8,88.5
UnitedStates,2012,69,2612071,1222242,1389829,0.8,0.8,0.9,87.9
UnitedStates,2012,70,2282127,1060828,1221299,0.7,0.7,0.8,86.9
UnitedStates,2012,71,2090119,962386,1127733,0.7,0.6,0.7,85.3
UnitedStates,2012,72,1981694,908292,1073402,0.6,0.6,0.7,84.6
UnitedStates,2012,73,1869373,855842,1013531,0.6,0.6,0.6,84.4
UnitedStates,2012,74,1794659,812952,981707,0.6,0.5,0.6,82.8
UnitedStates,2012,75,1659254,744634,914620,0.5,0.5,0.6,81.4
UnitedStates,2012,76,1589520,706479,883041,0.5,0.5,0.6,80
UnitedStates,2012,77,1529021,670691,858330,0.5,0.4,0.5,78.1
UnitedStates,2012,78,1378355,598991,779364,0.4,0.4,0.5,76.9
UnitedStates,2012,79,1338220,573172,765048,0.4,0.4,0.5,74.9
UnitedStates,2012,80,1283388,541911,741477,0.4,0.4,0.5,73.1
UnitedStates,2012,81,1228132,509958,718174,0.4,0.3,0.5,71
UnitedStates,2012,82,1183585,481791,701794,0.4,0.3,0.4,68.7
UnitedStates,2012,83,1073723,428689,645034,0.3,0.3,0.4,66.5
UnitedStates,2012,84,1011083,393272,617811,0.3,0.3,0.4,63.7
UnitedStates,2012,85-89,3749214,1350965,2398249,1.2,0.9,1.5,56.3
UnitedStates,2012,90-94,1651904,505943,1145961,0.5,0.3,0.7,44.2
UnitedStates,2012,95-99,414547,98696,315851,0.1,0.1,0.2,31.2
UnitedStates,2012,100+,61821,11160,50661,0,0,0,22
UnitedStates,2013,0,3931141,2009528,1921613,1.2,1.3,1.2,104.6
UnitedStates,2013,1,3942872,2015470,1927402,1.2,1.3,1.2,104.6
UnitedStates,2013,2,3992720,2042649,1950071,1.3,1.3,1.2,104.7
UnitedStates,2013,3,3992734,2038176,1954558,1.3,1.3,1.2,104.3
UnitedStates,2013,4,3994449,2038023,1956426,1.3,1.3,1.2,104.2
UnitedStates,2013,5,4123626,2104755,2018871,1.3,1.4,1.3,104.3
UnitedStates,2013,6,4142916,2116787,2026129,1.3,1.4,1.3,104.5
UnitedStates,2013,7,4108349,2099660,2008689,1.3,1.3,1.2,104.5
UnitedStates,2013,8,4095711,2091645,2004066,1.3,1.3,1.2,104.4
UnitedStates,2013,9,4104072,2094087,2009985,1.3,1.3,1.3,104.2
UnitedStates,2013,10,4074111,2077771,1996340,1.3,1.3,1.2,104.1
UnitedStates,2013,11,4057152,2069315,1987837,1.3,1.3,1.2,104.1
UnitedStates,2013,12,4157476,2122109,2035367,1.3,1.4,1.3,104.3
UnitedStates,2013,13,4219594,2157712,2061882,1.3,1.4,1.3,104.6
UnitedStates,2013,14,4148966,2121069,2027897,1.3,1.4,1.3,104.6
