Country,Year,Age,Both Sexes Population,Male Population,Female Population,Percent Both Sexes,Percent Male,Percent Female,Sex Ratio
UnitedStates,2001,19,4132515,2129239,2003276,1.5,1.5,1.4,106.3
UnitedStates,2001,20,4156725,2122324,2034401,1.5,1.5,1.4,104.3
UnitedStates,2001,21,4133311,2107865,2025446,1.5,1.5,1.4,104.1
UnitedStates,2001,22,3919316,2002585,1916731,1.4,1.4,1.3,104.5
UnitedStates,2001,23,3798554,1938492,1860062,1.3,1.4,1.3,104.2
UnitedStates,2001,24,3749380,1909070,1840310,1.3,1.4,1.3,103.7
UnitedStates,2001,25,3659719,1859564,1800155,1.3,1.3,1.2,103.3
UnitedStates,2001,26,3768152,1909984,1858168,1.3,1.4,1.3,102.8
UnitedStates,2001,27,3668700,1853810,1814890,1.3,1.3,1.3,102.1
UnitedStates,2001,28,3766129,1898587,1867542,1.3,1.4,1.3,101.7
UnitedStates,2001,29,3956647,1994289,1962358,1.4,1.4,1.4,101.6
UnitedStates,2001,30,4218260,2121783,2096477,1.5,1.5,1.4,101.2
UnitedStates,2001,31,4302689,2174543,2128146,1.5,1.6,1.5,102.2
UnitedStates,2001,32,4082902,2055935,2026967,1.4,1.5,1.4,101.4
UnitedStates,2001,33,4014912,2016658,1998254,1.4,1.4,1.4,100.9
UnitedStates,2001,34,4033412,2019326,2014086,1.4,1.4,1.4,100.3
UnitedStates,2001,35,4161140,2085387,2075753,1.5,1.5,1.4,100.5
UnitedStates,2001,36,4457678,2232492,2225186,1.6,1.6,1.5,100.3
UnitedStates,2001,37,4534648,2260101,2274547,1.6,1.6,1.6,99.4
UnitedStates,2001,38,4529329,2251371,2277958,1.6,1.6,1.6,98.8
UnitedStates,2001,39,4553123,2265057,2288066,1.6,1.6,1.6,99
UnitedStates,2001,40,4606601,2284503,2322098,1.6,1.6,1.6,98.4
UnitedStates,2001,41,4700471,2342019,2358452,1.6,1.7,1.6,99.3
UnitedStates,2001,42,4514435,2237740,2276695,1.6,1.6,1.6,98.3
UnitedStates,2001,43,4523433,2242083,2281350,1.6,1.6,1.6,98.3
UnitedStates,2001,44,4470894,2208570,2262324,1.6,1.6,1.6,97.6
UnitedStates,2001,45,4301955,2121944,2180011,1.5,1.5,1.5,97.3
UnitedStates,2001,46,4331582,2143311,2188271,1.5,1.5,1.5,97.9
UnitedStates,2001,47,4152347,2042517,2109830,1.5,1.5,1.5,96.8
UnitedStates,2001,48,4018921,1972847,2046074,1.4,1.4,1.4,96.4
UnitedStates,2001,49,3894178,1912415,1981763,1.4,1.4,1.4,96.5
UnitedStates,2001,50,3796146,1858963,1937183,1.3,1.3,1.3,96
UnitedStates,2001,51,3796980,1862989,1933991,1.3,1.3,1.3,96.3
UnitedStates,2001,52,3654405,1786849,1867556,1.3,1.3,1.3,95.7
UnitedStates,2001,53,3631014,1775276,1855738,1.3,1.3,1.3,95.7
UnitedStates,2001,54,3808740,1862076,1946664,1.3,1.3,1.3,95.7
UnitedStates,2001,55,2851092,1386854,1464238,1,1,1,94.7
UnitedStates,2001,56,2846838,1383009,1463829,1,1,1,94.5
UnitedStates,2001,57,2805407,1357485,1447922,1,1,1,93.8
UnitedStates,2001,58,2900132,1399744,1500388,1,1,1,93.3
UnitedStates,2001,59,2565506,1232487,1333019,0.9,0.9,0.9,92.5
UnitedStates,2001,60,2380300,1138884,1241416,0.8,0.8,0.9,91.7
UnitedStates,2001,61,2323707,1110151,1213556,0.8,0.8,0.8,91.5
UnitedStates,2001,62,2213270,1056502,1156768,0.8,0.8,0.8,91.3
UnitedStates,2001,63,2172024,1030410,1141614,0.8,0.7,0.8,90.3
UnitedStates,2001,64,2047019,966203,1080816,0.7,0.7,0.7,89.4
UnitedStates,2001,65,2012270,943626,1068644,0.7,0.7,0.7,88.3
UnitedStates,2001,66,2013441,938399,1075042,0.7,0.7,0.7,87.3
UnitedStates,2001,67,1850485,857420,993065,0.6,0.6,0.7,86.3
UnitedStates,2001,68,1852792,851383,1001409,0.7,0.6,0.7,85
UnitedStates,2001,69,1833245,836787,996458,0.6,0.6,0.7,84
UnitedStates,2001,70,1817859,822982,994877,0.6,0.6,0.7,82.7
UnitedStates,2001,71,1844676,826369,1018307,0.6,0.6,0.7,81.2
UnitedStates,2001,72,1743767,774723,969044,0.6,0.6,0.7,79.9
UnitedStates,2001,73,1733630,760633,972997,0.6,0.5,0.7,78.2
UnitedStates,2001,74,1682014,728731,953283,0.6,0.5,0.7,76.4
UnitedStates,2001,75,1610892,685103,925789,0.6,0.5,0.6,74
UnitedStates,2001,76,1589103,663891,925212,0.6,0.5,0.6,71.8
UnitedStates,2001,77,1503097,618080,885017,0.5,0.4,0.6,69.8
UnitedStates,2001,78,1405933,572230,833703,0.5,0.4,0.6,68.6
UnitedStates,2001,79,1346388,537950,808438,0.5,0.4,0.6,66.5
UnitedStates,2001,80,1254832,491840,762992,0.4,0.4,0.5,64.5
UnitedStates,2001,81,1154138,439939,714199,0.4,0.3,0.5,61.6
UnitedStates,2001,82,993071,370580,622491,0.3,0.3,0.4,59.5
UnitedStates,2001,83,927192,338416,588776,0.3,0.2,0.4,57.5
UnitedStates,2001,84,808972,285856,523116,0.3,0.2,0.4,54.6
UnitedStates,2001,85-89,2846666,907745,1938921,1,0.6,1.3,46.8
UnitedStates,2001,90-94,1132118,287793,844325,0.4,0.2,0.6,34.1
UnitedStates,2001,95-99,285256,56598,228658,0.1,0,0.2,24.8
UnitedStates,2001,100+,48454,8928,39526,0,0,0,22.6
UnitedStates,2002,0,3951461,2018522,1932939,1.4,1.4,1.3,104.4
UnitedStates,2002,1,4004674,2044479,1960195,1.4,1.4,1.3,104.3
UnitedStates,2002,2,3856114,1972924,1883190,1.3,1.4,1.3,104.8
UnitedStates,2002,3,3804336,1944897,1859439,1.3,1.4,1.3,104.6
UnitedStates,2002,4,3812607,1950720,1861887,1.3,1.4,1.3,104.8
UnitedStates,2002,5,3837187,1960786,1876401,1.3,1.4,1.3,104.5
UnitedStates,2002,6,3913054,2002026,1911028,1.4,1.4,1.3,104.8
UnitedStates,2002,7,3982360,2039312,1943048,1.4,1.4,1.3,105
UnitedStates,2002,8,4020970,2058954,1962016,1.4,1.5,1.3,104.9
UnitedStates,2002,9,4118846,2111604,2007242,1.4,1.5,1.4,105.2
UnitedStates,2002,10,4243816,2171164,2072652,1.5,1.5,1.4,104.8
UnitedStates,2002,11,4295720,2199786,2095934,1.5,1.6,1.4,105
UnitedStates,2002,12,4380351,2245442,2134909,1.5,1.6,1.5,105.2
UnitedStates,2002,13,4209025,2156145,2052880,1.5,1.5,1.4,105
UnitedStates,2002,14,4132509,2117462,2015047,1.4,1.5,1.4,105.1
UnitedStates,2002,15,4097876,2101617,1996259,1.4,1.5,1.4,105.3
UnitedStates,2002,16,4126961,2122639,2004322,1.4,1.5,1.4,105.9
UnitedStates,2002,17,4148590,2141357,2007233,1.4,1.5,1.4,106.7
UnitedStates,2002,18,4084316,2112882,1971434,1.4,1.5,1.3,107.2
UnitedStates,2002,19,4152627,2149996,2002631,1.4,1.5,1.4,107.4
UnitedStates,2002,20,4158896,2140289,2018607,1.4,1.5,1.4,106
UnitedStates,2002,21,4182678,2130736,2051942,1.5,1.5,1.4,103.8
UnitedStates,2002,22,4145736,2108849,2036887,1.4,1.5,1.4,103.5
UnitedStates,2002,23,3936927,2004943,1931984,1.4,1.4,1.3,103.8
UnitedStates,2002,24,3819528,1942703,1876825,1.3,1.4,1.3,103.5
UnitedStates,2002,25,3779169,1916744,1862425,1.3,1.4,1.3,102.9
UnitedStates,2002,26,3669915,1856790,1813125,1.3,1.3,1.2,102.4
UnitedStates,2002,27,3791713,1914753,1876960,1.3,1.4,1.3,102
UnitedStates,2002,28,3682001,1857165,1824836,1.3,1.3,1.2,101.8
UnitedStates,2002,29,3768542,1897302,1871240,1.3,1.3,1.3,101.4
UnitedStates,2002,30,3994164,2012465,1981699,1.4,1.4,1.4,101.6
UnitedStates,2002,31,4210913,2112815,2098098,1.5,1.5,1.4,100.7
UnitedStates,2002,32,4330977,2184931,2146046,1.5,1.5,1.5,101.8
UnitedStates,2002,33,4095531,2058617,2036914,1.4,1.5,1.4,101.1
UnitedStates,2002,34,4026721,2019285,2007436,1.4,1.4,1.4,100.6
UnitedStates,2002,35,4050190,2025303,2024887,1.4,1.4,1.4,100
UnitedStates,2002,36,4168398,2084490,2083908,1.4,1.5,1.4,100
UnitedStates,2002,37,4459389,2229027,2230362,1.6,1.6,1.5,99.9
UnitedStates,2002,38,4538848,2258080,2280768,1.6,1.6,1.6,99
UnitedStates,2002,39,4534393,2250872,2283521,1.6,1.6,1.6,98.6
UnitedStates,2002,40,4551912,2260679,2291233,1.6,1.6,1.6,98.7
UnitedStates,2002,41,4610846,2284301,2326545,1.6,1.6,1.6,98.2
UnitedStates,2002,42,4699196,2339185,2360011,1.6,1.7,1.6,99.1
UnitedStates,2002,43,4515522,2235579,2279943,1.6,1.6,1.6,98.1
UnitedStates,2002,44,4511955,2233678,2278277,1.6,1.6,1.6,98
UnitedStates,2002,45,4461379,2200968,2260411,1.6,1.6,1.5,97.4
UnitedStates,2002,46,4301101,2120188,2180913,1.5,1.5,1.5,97.2
UnitedStates,2002,47,4330110,2140507,2189603,1.5,1.5,1.5,97.8
UnitedStates,2002,48,4143330,2035358,2107972,1.4,1.4,1.4,96.6
UnitedStates,2002,49,4016368,1969476,2046892,1.4,1.4,1.4,96.2
UnitedStates,2002,50,3881009,1902885,1978124,1.3,1.3,1.4,96.2
UnitedStates,2002,51,3797199,1857726,1939473,1.3,1.3,1.3,95.8
UnitedStates,2002,52,3785188,1854284,1930904,1.3,1.3,1.3,96
UnitedStates,2002,53,3650409,1782978,1867431,1.3,1.3,1.3,95.5
UnitedStates,2002,54,3626101,1770221,1855880,1.3,1.3,1.3,95.4
UnitedStates,2002,55,3788111,1847760,1940351,1.3,1.3,1.3,95.2
UnitedStates,2002,56,2846712,1382872,1463840,1,1,1,94.5
UnitedStates,2002,57,2833628,1374045,1459583,1,1,1,94.1
UnitedStates,2002,58,2792832,1348687,1444145,1,1,1,93.4
UnitedStates,2002,59,2881784,1387713,1494071,1,1,1,92.9
UnitedStates,2002,60,2540735,1217335,1323400,0.9,0.9,0.9,92
UnitedStates,2002,61,2370358,1131638,1238720,0.8,0.8,0.8,91.4
UnitedStates,2002,62,2306156,1098596,1207560,0.8,0.8,0.8,91
UnitedStates,2002,63,2195850,1045297,1150553,0.8,0.7,0.8,90.9
UnitedStates,2002,64,2147166,1015731,1131435,0.7,0.7,0.8,89.8
UnitedStates,2002,65,2025379,952282,1073097,0.7,0.7,0.7,88.7
UnitedStates,2002,66,1986541,928349,1058192,0.7,0.7,0.7,87.7
UnitedStates,2002,67,1986526,922458,1064068,0.7,0.7,0.7,86.7
UnitedStates,2002,68,1821142,840036,981106,0.6,0.6,0.7,85.6
UnitedStates,2002,69,1818893,831542,987351,0.6,0.6,0.7,84.2
UnitedStates,2002,70,1792760,813765,978995,0.6,0.6,0.7,83.1
UnitedStates,2002,71,1782107,802655,979452,0.6,0.6,0.7,81.9
UnitedStates,2002,72,1797946,800131,997815,0.6,0.6,0.7,80.2
UnitedStates,2002,73,1697450,749112,948338,0.6,0.5,0.6,79
UnitedStates,2002,74,1679791,731547,948244,0.6,0.5,0.6,77.1
UnitedStates,2002,75,1620812,696076,924736,0.6,0.5,0.6,75.3
UnitedStates,2002,76,1554475,655316,899159,0.5,0.5,0.6,72.9
UnitedStates,2002,77,1522890,629601,893289,0.5,0.4,0.6,70.5
UnitedStates,2002,78,1436185,583772,852413,0.5,0.4,0.6,68.5
UnitedStates,2002,79,1336099,537004,799095,0.5,0.4,0.5,67.2
UnitedStates,2002,80,1269310,499953,769357,0.4,0.4,0.5,65
UnitedStates,2002,81,1180698,455626,725072,0.4,0.3,0.5,62.8
UnitedStates,2002,82,1075053,402497,672556,0.4,0.3,0.5,59.8
UnitedStates,2002,83,919945,337181,582764,0.3,0.2,0.4,57.9
UnitedStates,2002,84,849397,303734,545663,0.3,0.2,0.4,55.7
UnitedStates,2002,85-89,2886374,931697,1954677,1,0.7,1.3,47.7
UnitedStates,2002,90-94,1149716,295083,854633,0.4,0.2,0.6,34.5
UnitedStates,2002,95-99,285775,56387,229388,0.1,0,0.2,24.6
UnitedStates,2002,100+,46943,8195,38748,0,0,0,21.1
UnitedStates,2003,0,3975871,2033237,1942634,1.4,1.4,1.3,104.7
UnitedStates,2003,1,3936139,2009420,1926719,1.4,1.4,1.3,104.3
UnitedStates,2003,2,4002836,2043525,1959311,1.4,1.4,1.3,104.3
UnitedStates,2003,3,3860727,1974987,1885740,1.3,1.4,1.3,104.7
UnitedStates,2003,4,3816873,1951950,1864923,1.3,1.4,1.3,104.7
UnitedStates,2003,5,3823568,1955885,1867683,1.3,1.4,1.3,104.7
UnitedStates,2003,6,3837761,1960653,1877108,1.3,1.4,1.3,104.5
UnitedStates,2003,7,3924182,2007360,1916822,1.4,1.4,1.3,104.7
UnitedStates,2003,8,3991075,2044317,1946758,1.4,1.4,1.3,105
UnitedStates,2003,9,4044265,2071389,1972876,1.4,1.5,1.3,105
UnitedStates,2003,10,4205042,2155393,2049649,1.4,1.5,1.4,105.2
UnitedStates,2003,11,4254047,2176445,2077602,1.5,1.5,1.4,104.8
UnitedStates,2003,12,4332987,2218609,2114378,1.5,1.6,1.4,104.9
UnitedStates,2003,13,4401393,2256394,2144999,1.5,1.6,1.5,105.2
UnitedStates,2003,14,4221884,2163637,2058247,1.5,1.5,1.4,105.1
UnitedStates,2003,15,4172654,2140303,2032351,1.4,1.5,1.4,105.3
UnitedStates,2003,16,4139141,2126560,2012581,1.4,1.5,1.4,105.7
UnitedStates,2003,17,4160313,2144766,2015547,1.4,1.5,1.4,106.4
UnitedStates,2003,18,4201835,2169578,2032257,1.4,1.5,1.4,106.8
UnitedStates,2003,19,4123223,2129392,1993831,1.4,1.5,1.4,106.8
UnitedStates,2003,20,4156877,2146225,2010652,1.4,1.5,1.4,106.7
UnitedStates,2003,21,4167554,2135808,2031746,1.4,1.5,1.4,105.1
UnitedStates,2003,22,4175294,2117934,2057360,1.4,1.5,1.4,102.9
UnitedStates,2003,23,4147777,2099624,2048153,1.4,1.5,1.4,102.5
UnitedStates,2003,24,3944186,1998374,1945812,1.4,1.4,1.3,102.7
UnitedStates,2003,25,3842468,1943865,1898603,1.3,1.4,1.3,102.4
UnitedStates,2003,26,3771710,1901518,1870192,1.3,1.3,1.3,101.7
UnitedStates,2003,27,3688646,1856904,1831742,1.3,1.3,1.2,101.4
UnitedStates,2003,28,3794838,1912388,1882450,1.3,1.3,1.3,101.6
UnitedStates,2003,29,3673923,1849806,1824117,1.3,1.3,1.2,101.4
UnitedStates,2003,30,3813536,1918704,1894832,1.3,1.3,1.3,101.3
UnitedStates,2003,31,3973726,1994472,1979254,1.4,1.4,1.3,100.8
UnitedStates,2003,32,4245067,2124673,2120394,1.5,1.5,1.4,100.2
UnitedStates,2003,33,4337299,2182673,2154626,1.5,1.5,1.5,101.3
UnitedStates,2003,34,4102582,2057870,2044712,1.4,1.4,1.4,100.6
UnitedStates,2003,35,4042650,2024193,2018457,1.4,1.4,1.4,100.3
UnitedStates,2003,36,4051962,2020135,2031827,1.4,1.4,1.4,99.4
UnitedStates,2003,37,4165007,2077426,2087581,1.4,1.5,1.4,99.5
UnitedStates,2003,38,4462051,2225884,2236167,1.5,1.6,1.5,99.5
UnitedStates,2003,39,4542489,2256420,2286069,1.6,1.6,1.5,98.7
UnitedStates,2003,40,4529389,2243727,2285662,1.6,1.6,1.5,98.2
UnitedStates,2003,41,4556844,2260614,2296230,1.6,1.6,1.6,98.4
UnitedStates,2003,42,4606465,2279589,2326876,1.6,1.6,1.6,98
UnitedStates,2003,43,4699388,2335874,2363514,1.6,1.6,1.6,98.8
UnitedStates,2003,44,4497961,2223641,2274320,1.6,1.6,1.5,97.8
UnitedStates,2003,45,4499971,2224414,2275557,1.6,1.6,1.5,97.8
UnitedStates,2003,46,4462427,2200290,2262137,1.5,1.5,1.5,97.3
UnitedStates,2003,47,4300483,2117276,2183207,1.5,1.5,1.5,97
UnitedStates,2003,48,4317939,2131053,2186886,1.5,1.5,1.5,97.4
UnitedStates,2003,49,4141856,2032378,2109478,1.4,1.4,1.4,96.3
UnitedStates,2003,50,3998812,1957066,2041746,1.4,1.4,1.4,95.9
UnitedStates,2003,51,3886144,1903885,1982259,1.3,1.3,1.3,96
UnitedStates,2003,52,3782009,1846875,1935134,1.3,1.3,1.3,95.4
UnitedStates,2003,53,3783390,1851585,1931805,1.3,1.3,1.3,95.8
UnitedStates,2003,54,3646923,1778213,1868710,1.3,1.2,1.3,95.2
UnitedStates,2003,55,3601691,1753341,1848350,1.2,1.2,1.3,94.9
UnitedStates,2003,56,3785668,1844529,1941139,1.3,1.3,1.3,95
UnitedStates,2003,57,2831596,1372827,1458769,1,1,1,94.1
UnitedStates,2003,58,2821608,1365498,1456110,1,1,1,93.8
UnitedStates,2003,59,2773994,1336406,1437588,1,0.9,1,93
UnitedStates,2003,60,2849408,1368194,1481214,1,1,1,92.4
UnitedStates,2003,61,2534959,1212101,1322858,0.9,0.9,0.9,91.6
UnitedStates,2003,62,2352131,1119523,1232608,0.8,0.8,0.8,90.8
UnitedStates,2003,63,2289143,1087611,1201532,0.8,0.8,0.8,90.5
UnitedStates,2003,64,2168747,1029496,1139251,0.7,0.7,0.8,90.4
UnitedStates,2003,65,2125962,1001903,1124059,0.7,0.7,0.8,89.1
UnitedStates,2003,66,1999916,937277,1062639,0.7,0.7,0.7,88.2
UnitedStates,2003,67,1961151,913146,1048005,0.7,0.6,0.7,87.1
UnitedStates,2003,68,1955990,904419,1051571,0.7,0.6,0.7,86
UnitedStates,2003,69,1787777,820345,967432,0.6,0.6,0.7,84.8
UnitedStates,2003,70,1777336,808170,969166,0.6,0.6,0.7,83.4
UnitedStates,2003,71,1760292,795334,964958,0.6,0.6,0.7,82.4
UnitedStates,2003,72,1736351,776914,959437,0.6,0.5,0.6,81
UnitedStates,2003,73,1751589,774554,977035,0.6,0.5,0.7,79.3
UnitedStates,2003,74,1644551,720651,923900,0.6,0.5,0.6,78
UnitedStates,2003,75,1617308,698219,919089,0.6,0.5,0.6,76
UnitedStates,2003,76,1567629,667787,899842,0.5,0.5,0.6,74.2
UnitedStates,2003,77,1489790,621701,868089,0.5,0.4,0.6,71.6
UnitedStates,2003,78,1456995,595667,861328,0.5,0.4,0.6,69.2
UnitedStates,2003,79,1366120,548486,817634,0.5,0.4,0.6,67.1
UnitedStates,2003,80,1259724,499405,760319,0.4,0.4,0.5,65.7
UnitedStates,2003,81,1196760,464268,732492,0.4,0.3,0.5,63.4
UnitedStates,2003,82,1100969,417522,683447,0.4,0.3,0.5,61.1
UnitedStates,2003,83,997727,367149,630578,0.3,0.3,0.4,58.2
UnitedStates,2003,84,843416,303077,540339,0.3,0.2,0.4,56.1
UnitedStates,2003,85-89,2952567,967279,1985288,1,0.7,1.3,48.7
UnitedStates,2003,90-94,1175910,305514,870396,0.4,0.2,0.6,35.1
UnitedStates,2003,95-99,291094,57627,233467,0.1,0,0.2,24.7
UnitedStates,2003,100+,46605,7781,38824,0,0,0,20
UnitedStates,2004,0,4014258,2052042,1962216,1.4,1.4,1.3,104.6
UnitedStates,2004,1,3953063,2020169,1932894,1.4,1.4,1.3,104.5
UnitedStates,2004,2,3933735,2008411,1925324,1.3,1.4,1.3,104.3
UnitedStates,2004,3,4008220,2045933,1962287,1.4,1.4,1.3,104.3
UnitedStates,2004,4,3876609,1983939,1892670,1.3,1.4,1.3,104.8
UnitedStates,2004,5,3829607,1957840,1871767,1.3,1.4,1.3,104.6
UnitedStates,2004,6,3822089,1954556,1867533,1.3,1.4,1.3,104.7
UnitedStates,2004,7,3850646,1966777,1883869,1.3,1.4,1.3,104.4
UnitedStates,2004,8,3933161,2012719,1920442,1.3,1.4,1.3,104.8
UnitedStates,2004,9,4018734,2059114,1959620,1.4,1.4,1.3,105.1
UnitedStates,2004,10,4151951,2125852,2026099,1.4,1.5,1.4,104.9
UnitedStates,2004,11,4207721,2156867,2050854,1.4,1.5,1.4,105.2
UnitedStates,2004,12,4293550,2196464,2097086,1.5,1.5,1.4,104.7
UnitedStates,2004,13,4350199,2227712,2122487,1.5,1.5,1.4,105
UnitedStates,2004,14,4408259,2261079,2147180,1.5,1.6,1.4,105.3
UnitedStates,2004,15,4264863,2188103,2076760,1.5,1.5,1.4,105.4
UnitedStates,2004,16,4213762,2165214,2048548,1.4,1.5,1.4,105.7
UnitedStates,2004,17,4167308,2146158,2021150,1.4,1.5,1.4,106.2
UnitedStates,2004,18,4214061,2172313,2041748,1.4,1.5,1.4,106.4
UnitedStates,2004,19,4242558,2187971,2054587,1.4,1.5,1.4,106.5
UnitedStates,2004,20,4131771,2132862,1998909,1.4,1.5,1.3,106.7
UnitedStates,2004,21,4180191,2156023,2024168,1.4,1.5,1.4,106.5
UnitedStates,2004,22,4173077,2137442,2035635,1.4,1.5,1.4,105
UnitedStates,2004,23,4192674,2123444,2069230,1.4,1.5,1.4,102.6
UnitedStates,2004,24,4167847,2105148,2062699,1.4,1.5,1.4,102.1
UnitedStates,2004,25,3981519,2010965,1970554,1.4,1.4,1.3,102.1
UnitedStates,2004,26,3838225,1933949,1904276,1.3,1.3,1.3,101.6
UnitedStates,2004,27,3801676,1910787,1890889,1.3,1.3,1.3,101.1
UnitedStates,2004,28,3697495,1862479,1835016,1.3,1.3,1.2,101.5
UnitedStates,2004,29,3788140,1909795,1878345,1.3,1.3,1.3,101.7
UnitedStates,2004,30,3737940,1884720,1853220,1.3,1.3,1.2,101.7
UnitedStates,2004,31,3790984,1901095,1889889,1.3,1.3,1.3,100.6
UnitedStates,2004,32,4023788,2017316,2006472,1.4,1.4,1.3,100.5
UnitedStates,2004,33,4257394,2128284,2129110,1.5,1.5,1.4,100
UnitedStates,2004,34,4349395,2186941,2162454,1.5,1.5,1.5,101.1
UnitedStates,2004,35,4127056,2069933,2057123,1.4,1.4,1.4,100.6
UnitedStates,2004,36,4048580,2023152,2025428,1.4,1.4,1.4,99.9
UnitedStates,2004,37,4051890,2017065,2034825,1.4,1.4,1.4,99.1
UnitedStates,2004,38,4174027,2080137,2093890,1.4,1.4,1.4,99.3
UnitedStates,2004,39,4473096,2231042,2242054,1.5,1.6,1.5,99.5
UnitedStates,2004,40,4540929,2252988,2287941,1.6,1.6,1.5,98.5
UnitedStates,2004,41,4540376,2248606,2291770,1.6,1.6,1.5,98.1
UnitedStates,2004,42,4555019,2258953,2296066,1.6,1.6,1.5,98.4
UnitedStates,2004,43,4610120,2279113,2331007,1.6,1.6,1.6,97.8
UnitedStates,2004,44,4679182,2323552,2355630,1.6,1.6,1.6,98.6
UnitedStates,2004,45,4486566,2215272,2271294,1.5,1.5,1.5,97.5
UnitedStates,2004,46,4506067,2227648,2278419,1.5,1.5,1.5,97.8
UnitedStates,2004,47,4465196,2199700,2265496,1.5,1.5,1.5,97.1
UnitedStates,2004,48,4287486,2107717,2179769,1.5,1.5,1.5,96.7
UnitedStates,2004,49,4319947,2130419,2189528,1.5,1.5,1.5,97.3
UnitedStates,2004,50,4121104,2018146,2102958,1.4,1.4,1.4,96
UnitedStates,2004,51,4010062,1961738,2048324,1.4,1.4,1.4,95.8
UnitedStates,2004,52,3868188,1891504,1976684,1.3,1.3,1.3,95.7
UnitedStates,2004,53,3782872,1845760,1937112,1.3,1.3,1.3,95.3
UnitedStates,2004,54,3782442,1847897,1934545,1.3,1.3,1.3,95.5
UnitedStates,2004,55,3618001,1758586,1859415,1.2,1.2,1.2,94.6
UnitedStates,2004,56,3603856,1753133,1850723,1.2,1.2,1.2,94.7
UnitedStates,2004,57,3763702,1830349,1933353,1.3,1.3,1.3,94.7
UnitedStates,2004,58,2819754,1364399,1455355,1,0.9,1,93.8
UnitedStates,2004,59,2801863,1352760,1449103,1,0.9,1,93.4
UnitedStates,2004,60,2739059,1315754,1423305,0.9,0.9,1,92.4
UnitedStates,2004,61,2848602,1365695,1482907,1,0.9,1,92.1
UnitedStates,2004,62,2515357,1199144,1316213,0.9,0.8,0.9,91.1
UnitedStates,2004,63,2335553,1108921,1226632,0.8,0.8,0.8,90.4
UnitedStates,2004,64,2259557,1070816,1188741,0.8,0.7,0.8,90.1
UnitedStates,2004,65,2148431,1015816,1132615,0.7,0.7,0.8,89.7
UnitedStates,2004,66,2098650,986009,1112641,0.7,0.7,0.7,88.6
UnitedStates,2004,67,1975087,922625,1052462,0.7,0.6,0.7,87.7
UnitedStates,2004,68,1930847,895181,1035666,0.7,0.6,0.7,86.4
UnitedStates,2004,69,1920414,883380,1037034,0.7,0.6,0.7,85.2
UnitedStates,2004,70,1744903,796318,948585,0.6,0.6,0.6,83.9
UnitedStates,2004,71,1747347,791222,956125,0.6,0.6,0.6,82.8
UnitedStates,2004,72,1713793,769205,944588,0.6,0.5,0.6,81.4
UnitedStates,2004,73,1691931,752487,939444,0.6,0.5,0.6,80.1
UnitedStates,2004,74,1696130,744927,951203,0.6,0.5,0.6,78.3
UnitedStates,2004,75,1581121,686874,894247,0.5,0.5,0.6,76.8
UnitedStates,2004,76,1566753,671287,895466,0.5,0.5,0.6,75
UnitedStates,2004,77,1501866,633496,868370,0.5,0.4,0.6,73
UnitedStates,2004,78,1425682,588554,837128,0.5,0.4,0.6,70.3
UnitedStates,2004,79,1385977,559869,826108,0.5,0.4,0.6,67.8
UnitedStates,2004,80,1286733,509590,777143,0.4,0.4,0.5,65.6
UnitedStates,2004,81,1189534,464757,724777,0.4,0.3,0.5,64.1
UnitedStates,2004,82,1115106,425169,689937,0.4,0.3,0.5,61.6
UnitedStates,2004,83,1023151,381825,641326,0.3,0.3,0.4,59.5
UnitedStates,2004,84,913980,329740,584240,0.3,0.2,0.4,56.4
UnitedStates,2004,85-89,2998919,994922,2003997,1,0.7,1.3,49.6
UnitedStates,2004,90-94,1207286,318505,888781,0.4,0.2,0.6,35.8
UnitedStates,2004,95-99,293507,58353,235154,0.1,0,0.2,24.8
UnitedStates,2004,100+,46171,7519,38652,0,0,0,19.5
UnitedStates,2005,0,4004393,2047711,1956682,1.4,1.4,1.3,104.7
UnitedStates,2005,1,3987032,2036538,1950494,1.3,1.4,1.3,104.4
UnitedStates,2005,2,3952632,2020295,1932337,1.3,1.4,1.3,104.6
UnitedStates,2005,3,3943215,2012820,1930395,1.3,1.4,1.3,104.3
UnitedStates,2005,4,4030128,2058231,1971897,1.4,1.4,1.3,104.4
UnitedStates,2005,5,3893128,1991645,1901483,1.3,1.4,1.3,104.7
UnitedStates,2005,6,3828153,1956456,1871697,1.3,1.3,1.2,104.5
UnitedStates,2005,7,3838840,1962661,1876179,1.3,1.4,1.2,104.6
UnitedStates,2005,8,3861877,1973522,1888355,1.3,1.4,1.3,104.5
UnitedStates,2005,9,3967069,2030883,1936186,1.3,1.4,1.3,104.9
UnitedStates,2005,10,4150122,2125604,2024518,1.4,1.5,1.3,105
UnitedStates,2005,11,4149228,2124517,2024711,1.4,1.5,1.3,104.9
UnitedStates,2005,12,4251162,2178897,2072265,1.4,1.5,1.4,105.1
UnitedStates,2005,13,4308851,2204584,2104267,1.5,1.5,1.4,104.8
UnitedStates,2005,14,4353216,2230595,2122621,1.5,1.5,1.4,105.1
UnitedStates,2005,15,4456969,2288448,2168521,1.5,1.6,1.4,105.5
UnitedStates,2005,16,4308145,2213951,2094194,1.5,1.5,1.4,105.7
UnitedStates,2005,17,4239509,2183662,2055847,1.4,1.5,1.4,106.2
UnitedStates,2005,18,4225126,2174412,2050714,1.4,1.5,1.4,106
UnitedStates,2005,19,4256465,2190952,2065513,1.4,1.5,1.4,106.1
