"nll","delAIC","modname","parname","value","low","high"
3223.11915050076,10.7858565494807,"AUVN","rVX.H3",0.843335610686156,0.665,1.06
3223.19951890469,10.946593357351,"AUVS","rVX.H3",0.842457710243378,0.665,1.06
3225.49817944616,9.54391444028261,"AV","rVX.H3",0.858019805367948,0.68,1.08
3225.22247514289,12.9925058337594,"AVG","rVX.H3",0.8488610835072,0.67,1.07
3223.12021853079,8.78799260954838,"AVN","rVX.H3",0.84354778922899,0.665,1.06
3223.20058591738,8.9487273827217,"AVS","rVX.H3",0.842700098747646,0.665,1.06
3230.31294508437,19.1734457167076,"AG","rPro.H1",0.975558282963347,0.775,1.27
3227.73803699954,14.0236295470422,"AN","rPro.H1",0.783978884204746,0.575,1.11
3227.8174745713,14.1825046905788,"AS","rPro.H1",0.745692425462642,0.57,0.975
3225.39955816839,11.3466718847449,"ATG","rPro.H1",0.95560597644538,0.76,1.245
3222.80851033499,6.16457621794689,"ATN","rPro.H1",0.791574724876443,0.575,1.12
3222.92381575422,6.39518705641967,"ATS","rPro.H1",0.744647163460003,0.57,0.975
