0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
3975871,3936139,4002836,3860727,3816873,3823568,3837761,3924182,3991075,4044265,4205042,4254047,4332987,4401393,4221884,4172654,4139141,4160313,4201835,4123223,4156877,4167554,4175294,4147777,3944186,3842468,3771710,3688646,3794838,3673923,3813536,3973726,4245067,4337299,4102582,4042650,4051962,4165007,4462051,4542489,4529389,4556844,4606465,4699388,4497961,4499971,4462427,4300483,4317939,4141856,3998812,3886144,3782009,3783390,3646923,3601691,3785668,2831596,2821608,2773994,2849408,2534959,2352131,2289143,2168747,2125962,1999916,1961151,1955990,1787777,1777336,1760292,1736351,1751589,1644551,1617308,1567629,1489790,1456995,1366120,1259724,1196760,1100969,997727,843416,590513.4,590513.4,590513.4,590513.4,590513.4,235182,235182,235182,235182,235182,58218.8,58218.8,58218.8,58218.8,58218.8,46605
4014258,3953063,3933735,4008220,3876609,3829607,3822089,3850646,3933161,4018734,4151951,4207721,4293550,4350199,4408259,4264863,4213762,4167308,4214061,4242558,4131771,4180191,4173077,4192674,4167847,3981519,3838225,3801676,3697495,3788140,3737940,3790984,4023788,4257394,4349395,4127056,4048580,4051890,4174027,4473096,4540929,4540376,4555019,4610120,4679182,4486566,4506067,4465196,4287486,4319947,4121104,4010062,3868188,3782872,3782442,3618001,3603856,3763702,2819754,2801863,2739059,2848602,2515357,2335553,2259557,2148431,2098650,1975087,1930847,1920414,1744903,1747347,1713793,1691931,1696130,1581121,1566753,1501866,1425682,1385977,1286733,1189534,1115106,1023151,913980,599783.8,599783.8,599783.8,599783.8,599783.8,241457.2,241457.2,241457.2,241457.2,241457.2,58701.4,58701.4,58701.4,58701.4,58701.4,46171
4004393,3987032,3952632,3943215,4030128,3893128,3828153,3838840,3861877,3967069,4150122,4149228,4251162,4308851,4353216,4456969,4308145,4239509,4225126,4256465,4241197,4150658,4176096,4183656,4208348,4206096,3966722,3870040,3805526,3686326,3866581,3705594,3848038,4035045,4268679,4377057,4130501,4044933,4060608,4185554,4470383,4553968,4537278,4559728,4585528,4666734,4496805,4511695,4449860,4292077,4295348,4138594,3989065,3871906,3783820,3748247,3625240,3582008,3748661,2799064,2763609,2745139,2827064,2498812,2303653,2240858,2121740,2074635,1945279,1896115,1873726,1718367,1700960,1671512,1638505,1629763,1535359,1501643,1439475,1357369,1305661,1218283,1109756,1038431,939062,620584.2,620584.2,620584.2,620584.2,620584.2,248517.4,248517.4,248517.4,248517.4,248517.4,60273.6,60273.6,60273.6,60273.6,60273.6,46423
4041738,3972124,3988119,3966022,3970880,4050582,3891329,3848758,3852265,3901754,4121105,4141970,4196880,4264733,4308450,4406515,4502997,4331493,4301050,4265654,4248095,4258790,4141532,4186427,4201291,4254643,4186325,4004498,3874154,3790391,3779051,3824265,3772538,3860165,4049149,4302604,4380502,4126573,4056686,4074868,4184594,4488189,4552280,4544742,4532763,4573546,4682144,4506142,4495342,4458112,4264904,4320192,4114856,3996095,3874826,3745012,3760899,3601973,3568659,3720317,2757092,2776869,2725651,2810202,2463439,2286008,2213751,2098690,2044245,1910507,1848556,1848947,1672443,1660842,1619038,1573506,1587027,1472328,1441641,1372532,1278890,1239927,1138135,1036784,954381,645974.6,645974.6,645974.6,645974.6,645974.6,255195,255195,255195,255195,255195,62617.8,62617.8,62617.8,62617.8,62617.8,46992
4147997,4002215,3973479,4004011,3998260,3993489,4046402,3914743,3863089,3896888,4075718,4106492,4192002,4207326,4259504,4364495,4452250,4521045,4394638,4335388,4242404,4257371,4236043,4143940,4198241,4245572,4222850,4224395,3999799,3850082,3894527,3724612,3899463,3780927,3871236,4083733,4302578,4370533,4136991,4070056,4071341,4202260,4485432,4560505,4512801,4519792,4591932,4694196,4487653,4506188,4426479,4294933,4292620,4124978,4001168,3829701,3761384,3734883,3588953,3539851,3659454,2775802,2757918,2711325,2769163,2445756,2257671,2191327,2068095,2007386,1860716,1826784,1798955,1633722,1608315,1553097,1535224,1521903,1414814,1375325,1292775,1216593,1158822,1065220,953666,671693.2,671693.2,671693.2,671693.2,671693.2,261556.4,261556.4,261556.4,261556.4,261556.4,65088,65088,65088,65088,65088,47857
4132735,4100756,4004146,3992320,4041170,4024297,3988117,4073291,3930544,3913353,4093680,4055388,4159477,4200016,4198094,4318982,4411176,4467060,4588123,4425539,4302988,4251950,4232792,4237432,4155450,4246210,4206583,4265165,4215620,3969090,3970191,3828094,3807761,3907253,3791506,3908041,4083819,4291673,4382157,4151773,4065710,4090091,4199463,4495218,4524541,4499251,4541484,4606123,4672955,4501160,4471128,4464006,4264599,4306809,4132932,3949524,3850704,3733201,3722427,3558712,3476545,3694987,2757325,2744863,2668775,2751913,2416007,2235669,2160024,2030734,1953328,1841560,1776463,1758650,1581331,1541027,1518327,1472006,1464084,1350299,1294601,1232307,1136851,1086404,980196,689955.6,689955.6,689955.6,689955.6,689955.6,271118.4,271118.4,271118.4,271118.4,271118.4,68190.8,68190.8,68190.8,68190.8,68190.8,49516
4003587,4078797,4103002,4025675,4033457,4070265,4018200,4017024,4089946,3987064,4133090,4066605,4110576,4164413,4185880,4259907,4365338,4421341,4534634,4611590,4383628,4307414,4217667,4230115,4245298,4204602,4197922,4250014,4250613,4175077,4104133,3890200,3921281,3813001,3916499,3829432,3905615,4071181,4304006,4397562,4145183,4085265,4085849,4209233,4454485,4509265,4523596,4557336,4582655,4689393,4462192,4514833,4429228,4281465,4317125,4074019,3975863,3819855,3721219,3689647,3489302,3517588,3673134,2745716,2699257,2653345,2719454,2394376,2204229,2120973,1974076,1936308,1790136,1737897,1702305,1513301,1510000,1455744,1417539,1398480,1270444,1236769,1152248,1067638,1000612,712234,712234,712234,712234,712234,279503.8,279503.8,279503.8,279503.8,279503.8,71582,71582,71582,71582,71582,50702
3951330,3957888,4090862,4111920,4077551,4064653,4073013,4043046,4025604,4125415,4187062,4115511,4113279,4119666,4145614,4231002,4313252,4376367,4491005,4571411,4568517,4387956,4287005,4217228,4243602,4289428,4160806,4237026,4247541,4210286,4304239,4042516,3967602,3933581,3822189,3948335,3830199,3896766,4080228,4324463,4387480,4163478,4082712,4093844,4178508,4438559,4529716,4535473,4534663,4599098,4646231,4498974,4480584,4439403,4288447,4258970,4093136,3946518,3802447,3694254,3616721,3520109,3495059,3652167,2706055,2678525,2621335,2693707,2359816,2167830,2062577,1953607,1883820,1750304,1685995,1631878,1481680,1449173,1402182,1354912,1319725,1212603,1158351,1081440,987023,728121.6,728121.6,728121.6,728121.6,728121.6,294289.2,294289.2,294289.2,294289.2,294289.2,75269.2,75269.2,75269.2,75269.2,75269.2,54410
3963087,3966551,3971565,4102470,4122294,4087709,4074993,4083225,4053203,4035710,4135613,4197472,4126117,4124219,4131501,4158941,4247444,4334976,4402578,4520659,4600425,4596166,4415300,4314771,4244555,4269914,4313743,4183423,4258087,4266544,4227388,4319518,4055945,3979999,3944594,3832507,3957062,3837775,3903219,4085665,4327667,4388870,4163973,4082407,4092574,4175437,4433561,4522447,4525970,4523285,4585687,4631123,4482225,4461939,4418949,4266666,4236030,4069019,3921219,3776077,3667096,3588440,3489560,3461369,3614375,2675911,2646364,2586302,2654106,2321925,2129707,2022972,1912417,1840167,1705634,1638711,1581369,1430861,1394591,1343720,1292451,1252491,1143940,1085378,1005421,737865.4,737865.4,737865.4,737865.4,737865.4,312118.4,312118.4,312118.4,312118.4,312118.4,78781.2,78781.2,78781.2,78781.2,78781.2,57702
3926540,3977939,3980095,3983157,4112849,4132242,4097605,4084913,4093177,4063152,4045779,4146000,4208009,4136683,4135460,4144019,4174379,4268074,4359870,4430212,4549989,4632892,4628459,4446836,4345405,4274505,4298276,4340058,4207400,4280262,4286351,4244957,4335012,4069367,3992461,3955953,3842465,3965930,3845592,3909562,4090348,4330376,4390089,4164092,4081644,4090390,4171181,4427056,4513628,4515219,4510749,4570562,4613728,4463445,4441616,4396744,4243306,4211105,4043361,3894584,3748195,3637901,3557636,3456712,3425798,3574749,2644042,2612002,2548669,2612071,2282127,2090119,1981694,1869373,1794659,1659254,1589520,1529021,1378355,1338220,1283388,1228132,1183585,1073723,1011083,749842.8,749842.8,749842.8,749842.8,749842.8,330380.8,330380.8,330380.8,330380.8,330380.8,82909.4,82909.4,82909.4,82909.4,82909.4,61821
3931141,3942872,3992720,3992734,3994449,4123626,4142916,4108349,4095711,4104072,4074111,4057152,4157476,4219594,4148966,4149121,4160892,4196841,4295311,4388983,4458717,4580130,4665965,4660804,4477806,4375341,4303348,4325959,4364997,4230388,4301333,4304735,4261440,4349412,4081963,4004249,3965855,3851572,3973859,3852500,3914669,4093892,4332009,4390066,4163434,4079456,4086735,4165790,4418987,4503312,4502956,4496079,4553156,4594750,4443259,4419516,4372503,4218041,4184031,4015151,3865421,3717783,3605696,3523650,3420461,3387120,3531521,2609390,2574501,2507744,2566440,2238833,2046698,1936421,1822287,1745063,1608544,1535823,1472041,1321253,1277015,1218174,1158932,1109508,998540,758429.8,758429.8,758429.8,758429.8,758429.8,343164.6,343164.6,343164.6,343164.6,343164.6,87834.6,87834.6,87834.6,87834.6,87834.6,66189
3949775,3949776,3959664,4007079,4005716,4006900,4135930,4155326,4120903,4108349,4116942,4087402,4070682,4171030,4233839,4164796,4168559,4186513,4227920,4329038,4421330,4492373,4615729,4702156,4695411,4511370,4408043,4334806,4355240,4391788,4255334,4323217,4323951,4278664,4364748,4095782,4016711,3976750,3861636,3982507,3859395,3919810,4097698,4333850,4390283,4162629,4077151,4082883,4159738,4410246,4492407,4489393,4480188,4535430,4574760,4421856,4395949,4347023,4191360,4155521,3985598,3834367,3685282,3571610,3487559,3382824,3347060,3485241,2572359,2534295,2465438,2519705,2193945,2001700,1889513,1773756,1693674,1556104,1480611,1413193,1262537,1214357,1151677,1088601,1034369,763315.2,763315.2,763315.2,763315.2,763315.2,358302.6,358302.6,358302.6,358302.6,358302.6,92211.2,92211.2,92211.2,92211.2,92211.2,71626
3978038,3968564,3966583,3974061,4020035,4018158,4019207,4148360,4167887,4133564,4121289,4130328,4101021,4084306,4185386,4249742,4184296,4194286,4217995,4262584,4363440,4456790,4529472,4652266,4737345,4729564,4544416,4439766,4364669,4383139,4417209,4278233,4343614,4341754,4294838,4379404,4108775,4028403,3987141,3870862,3989839,3865228,3924258,4100708,4335165,4389345,4160573,4073685,4077689,4152552,4400288,4479664,4474344,4463494,4516527,4553385,4399120,4371245,4320522,4163670,4125792,3954601,3801935,3651393,3536156,3450043,3344134,3304187,3436357,2532747,2492490,2421191,2469605,2146052,1953711,1839823,1722041,1639085,1500813,1422071,1351196,1201044,1148948,1082562,1015591,772869,772869,772869,772869,772869,370187,370187,370187,370187,370187,98981.4,98981.4,98981.4,98981.4,98981.4,76974
4029356,4017346,4004585,3988434,3998839,4026967,4024121,4024481,4153686,4174008,4140051,4126998,4134906,4104615,4088954,4193455,4264077,4207228,4224009,4252112,4300212,4404996,4501514,4572113,4692841,4776266,4767837,4582744,4475907,4398212,4412091,4441321,4298287,4357996,4353844,4304369,4386408,4116777,4034381,3992390,3874432,3990311,3864100,3919756,4094613,4327391,4379691,4151276,4062136,4064576,4137386,4382184,4460748,4454533,4444447,4496512,4530600,4376769,4347853,4296934,4140000,4100120,3929170,3775593,3625280,3507136,3415479,3309870,3269917,3394772,2495055,2450513,2380436,2423963,2099618,1905179,1788375,1668560,1582161,1442885,1360791,1286716,1138205,1081525,1012226,780451.4,780451.4,780451.4,780451.4,780451.4,379241.4,379241.4,379241.4,379241.4,379241.4,107072.8,107072.8,107072.8,107072.8,107072.8,73173
4057231,4046063,4033932,4019069,4000955,4010232,4037777,4034839,4035311,4164487,4184763,4150719,4137618,4145959,4116978,4104286,4213411,4289923,4239600,4261784,4293353,4343430,4448322,4544140,4613529,4732220,4813856,4803078,4616047,4506652,4426384,4436975,4462805,4317325,4374764,4369336,4318463,4398787,4128692,4045065,4001720,3882005,3995557,3868131,3922136,4095551,4326299,4376690,4147252,4056506,4057554,4128175,4370068,4446573,4438506,4426798,4476610,4508215,4353419,4322590,4269911,4111943,4069857,3897769,3742744,3590740,3470086,3375432,3267164,3223394,3341408,2452906,2404641,2331187,2368209,2046381,1851709,1732515,1610671,1521140,1381003,1295851,1218463,1070912,1010072,782352.4,782352.4,782352.4,782352.4,782352.4,387019.8,387019.8,387019.8,387019.8,387019.8,113896.4,113896.4,113896.4,113896.4,113896.4,74825
4083375,4074132,4062816,4048550,4031712,4012371,4021117,4048454,4045696,4046249,4175291,4195447,4161373,4148715,4158528,4132468,4124474,4239638,4322562,4277760,4303512,4336969,4387289,4491373,4585894,4653514,4770102,4849582,4836423,4647114,4534921,4451571,4458841,4481746,4334542,4390149,4383585,4331450,4410293,4139571,4054352,4009244,3887761,3999310,3871027,3923483,4095304,4323732,4372143,4141792,4049508,4049103,4117616,4356669,4431087,4421208,4407754,4455289,4484389,4328687,4295927,4241359,4082185,4037620,3864281,3707438,3553400,3430071,3332310,3221299,3173525,3284219,2407568,2355330,2278266,2308444,1989322,1794409,1672863,1549041,1456341,1315584,1227548,1146850,1000647,783118.4,783118.4,783118.4,783118.4,783118.4,394045.4,394045.4,394045.4,394045.4,394045.4,119400,119400,119400,119400,119400,79172
4107606,4100469,4091055,4077589,4061316,4043229,4023269,4031853,4059256,4056646,4057188,4186025,4206130,4172481,4161337,4174225,4152877,4151006,4272703,4361040,4319896,4347617,4381243,4430858,4533537,4626151,4691951,4806064,4883306,4867524,4675612,4560164,4473663,4478084,4498811,4350287,4404313,4396692,4343463,4420773,4148991,4061818,4014947,3892005,4001914,3872849,3923716,4093616,4319632,4366134,4134934,4041117,4039296,4105817,4341988,4414313,4402536,4387301,4432556,4459165,4302562,4267767,4211086,4050467,4003236,3828263,3669276,3513028,3386937,3285984,3172098,3120028,3222920,2358805,2302340,2221477,2244419,1928156,1733170,1609329,1483523,1387791,1246730,1155863,1072050,783282.8,783282.8,783282.8,783282.8,783282.8,397987.8,397987.8,397987.8,397987.8,397987.8,125141.2,125141.2,125141.2,125141.2,125141.2,82668
4128810,4124893,4117546,4105953,4090466,4072931,4054223,4034013,4042721,4070166,4067620,4068032,4196748,4217296,4185129,4177122,4194869,4179678,4184462,4311668,4403530,4364440,4392370,4425203,4473535,4574175,4664809,4728430,4840005,4914688,4896022,4701019,4582250,4493109,4495429,4514395,4364769,4417335,4408829,4354386,4429801,4156571,4067456,4019149,3895079,4003458,3873521,3922567,4090426,4314094,4358707,4126662,4031423,4028282,4092796,4326044,4396170,4382476,4365454,4408445,4432530,4274945,4237881,4178808,4016612,3966233,3789297,3628018,3469447,3340564,3236263,3119271,3062583,3157161,2306337,2245438,2160559,2175819,1862778,1667895,1541732,1414139,1315607,1174422,1080934,792846.4,792846.4,792846.4,792846.4,792846.4,404712.6,404712.6,404712.6,404712.6,404712.6,129853.4,129853.4,129853.4,129853.4,129853.4,89468
